Period,Number,Big/Small,Color,Premium
20250619100010366,0,Small,"red,violet",69290
20250619100010367,6,Big,red,85296
20250619100010368,3,Small,green,52023
20250619100010369,1,Small,green,19531
20250619100010370,8,Big,red,38658
20250619100010371,4,Small,red,54414
20250619100010372,6,Big,red,65946
20250619100010373,1,Small,green,53951
20250619100010374,0,Small,"red,violet",46450
20250619100010375,7,Big,green,42627
20250619100010376,7,Big,green,54187
20250619100010377,1,Small,green,67571
20250619100010378,9,Big,green,55589
20250619100010379,7,Big,green,69997
20250619100010380,6,Big,red,32846
20250619100010381,9,Big,green,46949
20250619100010382,3,Small,green,73933
20250619100010383,6,Big,red,75506
20250619100010384,8,Big,red,33808
20250619100010385,6,Big,red,65466
20250619100010386,1,Small,green,81871
20250619100010387,2,Small,red,75872
20250619100010388,7,Big,green,60857
20250619100010389,7,Big,green,81787
20250619100010390,5,Big,"green,violet",73015
20250619100010391,2,Small,red,20942
20250619100010392,4,Small,red,95334
20250619100010393,1,Small,green,61111
20250619100010394,7,Big,green,96597
20250619100010395,9,Big,green,25399
20250619100010396,6,Big,red,91466
20250619100010397,4,Small,red,42634
20250619100010398,9,Big,green,95169
20250619100010399,9,Big,green,31539
20250619100010400,7,Big,green,69537
20250619100010401,0,Small,"red,violet",63380
20250619100010402,6,Big,red,86076
20250619100010403,5,Big,"green,violet",39355
20250619100010404,2,Small,red,44822
20250619100010405,9,Big,green,33529
20250619100010406,3,Small,green,66733
20250619100010407,6,Big,red,26476
20250619100010408,4,Small,red,69774
20250619100010409,2,Small,red,86162
20250619100010410,6,Big,red,10766
20250619100010411,4,Small,red,65474
20250619100010412,8,Big,red,87408
20250619100010413,9,Big,green,70409
20250619100010414,3,Small,green,84393
20250619100010415,6,Big,red,36406
20250619100010416,0,Small,"red,violet",98250
20250619100010417,6,Big,red,72776
20250619100010418,9,Big,green,76529
20250619100010419,6,Big,red,65826
20250619100010420,6,Big,red,79846
20250619100010421,8,Big,red,16868
20250619100010422,9,Big,green,66139
20250619100010423,6,Big,red,87256
20250619100010424,0,Small,"red,violet",98300
20250619100010425,3,Small,green,54023
20250619100010426,2,Small,red,99612
20250619100010427,4,Small,red,92384
20250619100010428,4,Small,red,95474
20250619100010429,3,Small,green,69953
20250619100010430,9,Big,green,41229
20250619100010431,2,Small,red,78902
20250619100010432,2,Small,red,59222
20250619100010433,3,Small,green,35903
20250619100010434,0,Small,"red,violet",92560
20250619100010435,6,Big,red,16456
20250619100010436,9,Big,green,79979
20250619100010437,5,Big,"green,violet",95235
20250619100010438,0,Small,"red,violet",58620
20250619100010439,0,Small,"red,violet",52970
20250619100010440,1,Small,green,15331
20250619100010441,0,Small,"red,violet",63280
20250619100010442,7,Big,green,62217
20250619100010443,8,Big,red,92678
20250619100010444,6,Big,red,68956
20250619100010445,9,Big,green,61119
20250619100010446,6,Big,red,79576
20250619100010447,9,Big,green,38809
20250619100010448,3,Small,green,93503
20250619100010449,7,Big,green,61857
20250619100010450,5,Big,"green,violet",61705
20250619100010451,8,Big,red,38848
20250619100010452,7,Big,green,63597
20250619100010453,5,Big,"green,violet",50025
20250619100010454,3,Small,green,36623
20250619100010455,9,Big,green,86989
20250619100010456,8,Big,red,25208
20250619100010457,2,Small,red,21312
20250619100010458,7,Big,green,43747
20250619100010459,4,Small,red,47674
20250619100010460,2,Small,red,92112
20250619100010461,9,Big,green,16679
20250619100010462,4,Small,red,90434
20250619100010463,2,Small,red,53152
20250619100010464,0,Small,"red,violet",74900
20250619100010465,1,Small,green,50661
20250619100010466,2,Small,red,95702
20250619100010467,0,Small,"red,violet",84620
20250619100010468,6,Big,red,22386
20250619100010469,5,Big,"green,violet",31885
20250619100010470,1,Small,green,76531
20250619100010471,8,Big,red,23008
20250619100010472,9,Big,green,93199
20250619100010473,8,Big,red,61358
20250619100010474,4,Small,red,15094
20250619100010475,0,Small,"red,violet",43900
20250619100010476,5,Big,"green,violet",12195
20250619100010477,7,Big,green,92157
20250619100010478,7,Big,green,44487
20250619100010479,9,Big,green,76909
20250619100010480,9,Big,green,18999
20250619100010481,5,Big,"green,violet",87205
20250619100010482,7,Big,green,41657
20250619100010483,7,Big,green,87857
20250619100010484,3,Small,green,21643
20250619100010485,0,Small,"red,violet",60530
20250619100010486,3,Small,green,65923
20250619100010487,5,Big,"green,violet",55465
20250619100010488,1,Small,green,72351
20250619100010489,3,Small,green,27703
20250619100010490,0,Small,"red,violet",25020
20250619100010491,0,Small,"red,violet",97930
20250619100010492,9,Big,green,31139
20250619100010493,9,Big,green,68929
20250619100010494,2,Small,red,47342
20250619100010495,7,Big,green,15247
20250619100010496,6,Big,red,18606
20250619100010497,7,Big,green,51357
20250619100010498,1,Small,green,79221
20250619100010499,7,Big,green,67197
20250619100010500,6,Big,red,25556
20250619100010501,3,Small,green,54763
20250619100010502,3,Small,green,68353
20250619100010503,4,Small,red,10274
20250619100010504,4,Small,red,55314
20250619100010505,3,Small,green,32993
20250619100010506,8,Big,red,99408
20250619100010507,1,Small,green,62741
20250619100010508,7,Big,green,52147
20250619100010509,0,Small,"red,violet",51060
20250619100010510,1,Small,green,31141
20250619100010511,2,Small,red,38782
20250619100010512,8,Big,red,43928
20250619100010513,7,Big,green,70597
20250619100010514,0,Small,"red,violet",58410
20250619100010515,7,Big,green,60247
20250619100010516,6,Big,red,88636
20250619100010517,1,Small,green,87531
20250619100010518,4,Small,red,14834
20250619100010519,7,Big,green,30547
20250619100010520,1,Small,green,64891
20250619100010521,9,Big,green,94149
20250619100010522,4,Small,red,98864
20250619100010523,5,Big,"green,violet",23035
20250619100010524,1,Small,green,94161
20250619100010525,3,Small,green,54383
20250619100010526,1,Small,green,87001
20250619100010527,8,Big,red,37888
20250619100010528,0,Small,"red,violet",49600
20250619100010529,3,Small,green,17913
20250619100010530,6,Big,red,48966
20250619100010531,2,Small,red,46592
20250619100010532,3,Small,green,87113
20250619100010533,5,Big,"green,violet",46985
20250619100010534,6,Big,red,50046
20250619100010535,5,Big,"green,violet",83265
20250619100010536,4,Small,red,29664
20250619100010537,0,Small,"red,violet",90280
20250619100010538,3,Small,green,42393
20250619100010539,8,Big,red,44738
20250619100010540,5,Big,"green,violet",27975
20250619100010541,6,Big,red,79786
20250619100010542,7,Big,green,50007
20250619100010543,1,Small,green,79391
20250619100010544,6,Big,red,38526
20250619100010545,8,Big,red,57788
20250619100010546,3,Small,green,88593
20250619100010547,1,Small,green,53011
20250619100010548,8,Big,red,80868
20250619100010549,1,Small,green,46681
20250619100010550,1,Small,green,84831
20250619100010551,4,Small,red,11044
20250619100010552,7,Big,green,57387
20250619100010553,6,Big,red,61336
20250619100010554,9,Big,green,18569
20250619100010555,2,Small,red,41142
20250619100010556,9,Big,green,81139
20250619100010557,3,Small,green,89113
20250619100010558,1,Small,green,99291
20250619100010559,8,Big,red,71828
20250619100010560,1,Small,green,28821
20250619100010561,8,Big,red,55708
20250619100010562,3,Small,green,17733
20250619100010563,0,Small,"red,violet",58670
20250619100010564,0,Small,"red,violet",97310
20250619100010565,2,Small,red,60342
20250619100010566,6,Big,red,30006
20250619100010567,9,Big,green,97339
20250619100010568,3,Small,green,82523
20250619100010569,8,Big,red,97468
20250619100010570,9,Big,green,56689
20250619100010571,4,Small,red,83904
20250619100010572,1,Small,green,57871
20250619100010573,0,Small,"red,violet",19950
20250619100010574,5,Big,"green,violet",61095
20250619100010575,9,Big,green,83769
20250619100010576,0,Small,"red,violet",24710
20250619100010577,9,Big,green,89569
20250619100010578,7,Big,green,90007
20250619100010579,3,Small,green,99603
20250619100010580,6,Big,red,36256
20250619100010581,1,Small,green,54331
20250619100010582,5,Big,"green,violet",50675
20250619100010583,0,Small,"red,violet",46000
20250619100010584,6,Big,red,28526
20250619100010585,0,Small,"red,violet",38980
20250619100010586,6,Big,red,75246
20250619100010587,4,Small,red,13874
20250619100010588,0,Small,"red,violet",98850
20250619100010589,6,Big,red,59016
20250619100010590,1,Small,green,48751
20250619100010591,7,Big,green,69757
20250619100010592,7,Big,green,50477
20250619100010593,0,Small,"red,violet",81070
20250619100010594,5,Big,"green,violet",67765
20250619100010595,1,Small,green,94071
20250619100010596,1,Small,green,57891
20250619100010597,1,Small,green,83991
20250619100010598,2,Small,red,69322
20250619100010599,7,Big,green,17027
20250619100010600,0,Small,"red,violet",14490
20250619100010601,2,Small,red,86762
20250619100010602,1,Small,green,74431
20250619100010603,2,Small,red,86562
20250619100010604,3,Small,green,24783
20250619100010605,3,Small,green,62153
20250619100010606,2,Small,red,42682
20250619100010607,3,Small,green,42013
20250619100010608,2,Small,red,79882
20250619100010609,2,Small,red,60202
20250619100010610,9,Big,green,86089
20250619100010611,5,Big,"green,violet",19855
20250619100010612,0,Small,"red,violet",55320
20250619100010613,1,Small,green,33321
20250619100010614,0,Small,"red,violet",64130
20250619100010615,3,Small,green,19363
20250619100010616,1,Small,green,57951
20250619100010617,5,Big,"green,violet",57725
20250619100010618,7,Big,green,10197
20250619100010619,8,Big,red,42398
20250619100010620,7,Big,green,39307
20250619100010621,2,Small,red,16942
20250619100010622,9,Big,green,25219
20250619100010623,2,Small,red,76722
20250619100010624,4,Small,red,37104
20250619100010625,6,Big,red,62526
20250619100010626,5,Big,"green,violet",31515
20250619100010627,0,Small,"red,violet",95030
20250619100010628,9,Big,green,98069
20250619100010629,3,Small,green,70333
20250619100010630,9,Big,green,95899
20250619100010631,1,Small,green,86401
20250619100010632,6,Big,red,91876
20250619100010633,2,Small,red,28642
20250619100010634,5,Big,"green,violet",10665
20250619100010635,2,Small,red,77132
20250619100010636,0,Small,"red,violet",44570
20250619100010637,2,Small,red,50322
20250619100010638,4,Small,red,13634
20250619100010639,6,Big,red,61306
20250619100010640,2,Small,red,92002
20250619100010641,3,Small,green,61333
20250619100010642,1,Small,green,20201
20250619100010643,7,Big,green,90787
20250619100010644,9,Big,green,41379
20250619100010645,9,Big,green,14159
20250619100010646,7,Big,green,96447
20250619100010647,7,Big,green,45067
20250619100010648,6,Big,red,56556
20250619100010649,9,Big,green,52539
20250619100010650,1,Small,green,68051
20250619100010651,3,Small,green,25083
20250619100010652,2,Small,red,91132
20250619100010653,4,Small,red,44184
20250619100010654,4,Small,red,49524
20250619100010655,7,Big,green,53947
20250619100010656,8,Big,red,50488
20250619100010657,3,Small,green,80703
20250619100010658,3,Small,green,53223
20250619100010659,0,Small,"red,violet",38230
20250619100010660,4,Small,red,74214
20250619100010661,2,Small,red,66802
20250619100010662,7,Big,green,12657
20250619100010663,5,Big,"green,violet",73925
20250619100010664,1,Small,green,17701
20250619100010665,5,Big,"green,violet",38195
20250619100010666,8,Big,red,36228
20250619100010667,5,Big,"green,violet",67235
20250619100010668,9,Big,green,46969
20250619100010669,3,Small,green,40883
20250619100010670,1,Small,green,44861
20250619100010671,5,Big,"green,violet",32275
20250619100010672,0,Small,"red,violet",35140
20250619100010673,7,Big,green,49697
20250619100010674,3,Small,green,39273
20250619100010675,5,Big,"green,violet",98605
20250619100010676,8,Big,red,73028
20250619100010677,1,Small,green,84671
20250619100010678,1,Small,green,72301
20250619100010679,6,Big,red,88116
20250619100010680,5,Big,"green,violet",88055
20250619100010681,3,Small,green,14973
20250619100010682,6,Big,red,10096
20250619100010683,2,Small,red,24442
20250619100010684,2,Small,red,29042
20250619100010685,9,Big,green,49149
20250619100010686,6,Big,red,10946
20250619100010687,9,Big,green,83469
20250619100010688,6,Big,red,23286
20250619100010689,4,Small,red,91004
20250619100010690,5,Big,"green,violet",13215
20250619100010691,9,Big,green,40489
20250619100010692,4,Small,red,31124
20250619100010693,3,Small,green,13173
20250619100010694,7,Big,green,99667
20250619100010695,7,Big,green,28357
20250619100010696,9,Big,green,13389
20250619100010697,4,Small,red,96594
20250619100010698,3,Small,green,14463
20250619100010699,3,Small,green,22423
20250619100010700,5,Big,"green,violet",94065
20250619100010701,6,Big,red,96546
20250619100010702,7,Big,green,86277
20250619100010703,5,Big,"green,violet",82825
20250619100010704,7,Big,green,62367
20250619100010705,7,Big,green,56087
20250619100010706,1,Small,green,17541
20250619100010707,3,Small,green,82913
20250619100010708,7,Big,green,48367
20250619100010709,8,Big,red,31288
20250619100010710,4,Small,red,21964
20250619100010711,6,Big,red,57756
20250619100010712,4,Small,red,65094
20250619100010713,9,Big,green,48619
20250619100010714,6,Big,red,34666
20250619100010715,1,Small,green,69561
20250619100010716,3,Small,green,51643
20250619100010717,6,Big,red,74616
20250619100010718,5,Big,"green,violet",79525
20250619100010719,9,Big,green,17649
20250619100010720,3,Small,green,71503
20250619100010721,3,Small,green,15783
20250619100010722,3,Small,green,25243
20250619100010723,3,Small,green,45733
20250619100010724,8,Big,red,24488
20250619100010725,5,Big,"green,violet",32785
20250619100010726,9,Big,green,66829
20250619100010727,3,Small,green,18423
20250619100010728,4,Small,red,25154
20250619100010729,4,Small,red,99374
20250619100010730,5,Big,"green,violet",76465
20250619100010731,7,Big,green,50627
20250619100010732,6,Big,red,37106
20250619100010733,7,Big,green,32257
20250619100010734,5,Big,"green,violet",43705
20250619100010735,7,Big,green,16107
20250619100010736,5,Big,"green,violet",62805
20250619100010737,8,Big,red,82168
20250619100010738,2,Small,red,50912
20250619100010739,5,Big,"green,violet",96835
20250619100010740,5,Big,"green,violet",16515
20250619100010741,5,Big,"green,violet",45265
20250619100010742,9,Big,green,57969
20250619100010743,0,Small,"red,violet",69180
20250619100010744,5,Big,"green,violet",17435
20250619100010745,7,Big,green,65627
20250619100010746,9,Big,green,79199
20250619100010747,9,Big,green,45099
20250619100010748,9,Big,green,41309
20250619100010749,5,Big,"green,violet",80195
20250619100010750,6,Big,red,17336
20250619100010751,7,Big,green,78307
20250619100010752,8,Big,red,12608
20250619100010753,8,Big,red,72338
20250619100010754,9,Big,green,46579
20250619100010755,2,Small,red,48872
20250619100010756,1,Small,green,14391
20250619100010757,1,Small,green,91261
20250619100010758,2,Small,red,61622
20250619100010759,6,Big,red,16736
20250619100010760,0,Small,"red,violet",33660
20250619100010761,6,Big,red,76446
20250619100010762,9,Big,green,62999
20250619100010763,9,Big,green,49359
20250619100010764,5,Big,"green,violet",56865
20250619100010765,8,Big,red,46578
20250619100010766,8,Big,red,96668
20250619100010767,1,Small,green,67571
20250619100010768,7,Big,green,28467
20250619100010769,0,Small,"red,violet",38180
20250619100010770,9,Big,green,28689
